plate_x,plate_z,inning,outs_when_up,inning_topbot,pitch_number,at_bat_number,bat_score,fld_score,pitch_type,balls,strikes,stand,p_throws
-0.67,0.25,7,1,Top,2,49,3,4,CH,1,0,L,R
-0.7,1.52,7,1,Top,1,49,3,4,CU,0,0,L,R
-0.92,1.93,7,0,Top,5,48,3,4,CH,2,2,L,R
0.14,1.59,7,0,Top,4,48,3,4,CH,2,1,L,R
0.71,1.3,7,0,Top,3,48,3,4,CU,1,1,L,R
0.04,2.51,7,0,Top,2,48,3,4,CH,1,0,L,R
0.81,2.19,7,0,Top,1,48,3,4,FF,0,0,L,R
-0.75,2.02,6,2,Bot,5,47,4,3,SL,1,2,R,L
0.55,0.19,6,2,Bot,4,47,4,3,SI,0,2,R,L
-0.04,1.57,6,2,Bot,3,47,4,3,CU,0,2,R,L
-0.18,3.06,6,2,Bot,2,47,4,3,SI,0,1,R,L
0.73,1.42,6,2,Bot,1,47,4,3,CH,0,0,R,L
0.66,3.05,6,2,Bot,2,46,2,3,FF,0,1,L,L
-0.16,2.43,6,2,Bot,1,46,2,3,SL,0,0,L,L
-1.64,1.5,6,1,Bot,5,45,2,3,SL,2,2,R,L
-0.15,1.82,6,1,Bot,4,45,2,3,SI,1,2,R,L
0.37,4.93,6,1,Bot,3,45,2,3,FF,0,2,R,L
0.73,2.72,6,1,Bot,2,45,2,3,SI,0,1,R,L
0.2,2.25,6,1,Bot,1,45,2,3,FF,0,0,R,L
0.51,2.64,6,0,Bot,2,44,2,3,SI,0,1,L,L
0.68,1.89,6,0,Bot,1,44,2,3,SI,0,0,L,L
-0.47,3.11,6,0,Bot,3,43,2,3,SI,1,1,R,L
-1.54,0.75,6,0,Bot,2,43,2,3,SL,0,1,R,L
0.44,2.7,6,0,Bot,1,43,2,3,CU,0,0,R,L
1.43,2.87,6,2,Top,3,42,3,2,FF,0,2,R,R
0.16,1.93,6,2,Top,2,42,3,2,SL,0,1,R,R
0.21,1.53,6,2,Top,1,42,3,2,FF,0,0,R,R
-0.56,2.3,6,1,Top,1,41,3,2,CH,0,0,L,R
0.6,1.7,6,0,Top,4,40,3,2,SL,1,2,R,R
0.61,-0.16,6,0,Top,3,40,3,2,CH,0,2,R,R
-0.53,2.98,6,0,Top,2,40,3,2,FF,0,1,R,R
0.75,2.12,6,0,Top,1,40,3,2,SL,0,0,R,R
0.96,2.04,5,2,Bot,2,39,2,3,CH,1,0,R,L
0.33,1.26,5,2,Bot,1,39,2,3,SI,0,0,R,L
0.06,1.21,5,2,Bot,3,38,2,3,FF,1,1,R,L
-0.38,1.77,5,2,Bot,2,38,2,3,SL,1,0,R,L
1.69,2.27,5,2,Bot,1,38,2,3,SI,0,0,R,L
0.76,2.9,5,0,Bot,1,37,2,3,CH,0,0,R,L
-0.93,3.49,5,0,Bot,8,36,2,3,SL,3,2,R,L
0.61,3.04,5,0,Bot,7,36,2,3,FF,3,2,R,L
0.93,2.59,5,0,Bot,6,36,2,3,FF,3,2,R,L
-1.54,1.25,5,0,Bot,5,36,2,3,FF,2,2,R,L
-0.33,2.21,5,0,Bot,4,36,2,3,FF,2,1,R,L
-0.19,2.12,5,0,Bot,3,36,2,3,FF,2,0,R,L
1.01,2.74,5,0,Bot,2,36,2,3,FF,1,0,R,L
-0.93,1.16,5,0,Bot,1,36,2,3,SL,0,0,R,L
0.91,1.27,5,2,Top,6,35,3,2,SL,2,2,L,R
0.93,3.43,5,2,Top,5,35,3,2,FF,2,2,L,R
0.76,1.98,5,2,Top,4,35,3,2,SL,2,1,L,R
0.45,2.92,5,2,Top,3,35,3,2,SL,2,0,L,R
1.31,0.8,5,2,Top,2,35,3,2,SL,1,0,L,R
-0.26,0.99,5,2,Top,1,35,3,2,CH,0,0,L,R
0.25,1.67,5,1,Top,1,34,3,2,CU,0,0,R,R
-0.14,3.33,5,0,Top,4,33,2,2,FF,2,1,L,R
0.14,4.97,5,0,Top,3,33,2,2,FF,1,1,L,R
0.66,1.97,5,0,Top,2,33,2,2,FF,1,0,L,R
0.34,4.25,5,0,Top,1,33,2,2,FF,0,0,L,R
0.25,3.38,5,0,Top,3,32,2,2,FF,0,2,R,R
0.65,2.56,5,0,Top,2,32,2,2,FF,0,1,R,R
0.57,3.16,5,0,Top,1,32,2,2,FF,0,0,R,R
-0.28,2.5,5,0,Top,1,31,2,2,CU,0,0,L,R
-0.33,1.61,4,2,Bot,1,30,2,2,SI,0,0,R,L
0.83,2.37,4,1,Bot,3,29,2,2,FF,2,0,L,L
1.58,2.05,4,1,Bot,2,29,2,2,SI,1,0,L,L
0.83,1.46,4,1,Bot,1,29,2,2,CU,0,0,L,L
0.46,2.58,4,0,Bot,3,28,2,2,CH,0,2,R,L
0.81,2.07,4,0,Bot,2,28,2,2,FF,0,1,R,L
0.91,1.56,4,0,Bot,1,28,2,2,CH,0,0,R,L
0.1,2.37,4,2,Top,2,27,2,2,FF,0,1,L,R
-0.23,1.65,4,2,Top,1,27,2,2,CU,0,0,L,R
0.38,2.58,4,1,Top,3,26,2,2,FF,1,1,R,R
0.82,2.83,4,1,Top,2,26,2,2,FF,1,0,R,R
0.57,3.49,4,1,Top,1,26,2,2,SL,0,0,R,R
-0.05,1.96,4,0,Top,3,25,2,2,CU,1,1,L,R
-1.65,3.5,4,0,Top,2,25,2,2,CU,0,1,L,R
-0.24,3.77,4,0,Top,1,25,2,2,SL,0,0,L,R
-0.21,2.28,3,2,Bot,5,24,2,2,SI,2,2,L,L
-1.07,0.17,3,2,Bot,4,24,2,2,CU,1,2,L,L
-0.77,2.15,3,2,Bot,3,24,2,2,FF,1,1,L,L
-0.48,2.27,3,2,Bot,2,24,2,2,SL,1,0,L,L
-0.9,1.38,3,2,Bot,1,24,2,2,FF,0,0,L,L
0.42,2.76,3,1,Bot,5,23,2,2,SL,2,2,R,L
1.74,2.36,3,1,Bot,4,23,2,2,FF,1,2,R,L
0.15,0.97,3,1,Bot,3,23,2,2,CU,1,1,R,L
-0.52,1.93,3,1,Bot,2,23,2,2,SI,1,0,R,L
-0.99,3.15,3,1,Bot,1,23,2,2,SL,0,0,R,L
-0.07,1.65,3,0,Bot,7,22,2,2,SI,3,2,R,L
0.87,2.4,3,0,Bot,6,22,2,2,SI,3,2,R,L
0.53,2.22,3,0,Bot,5,22,2,2,SI,3,1,R,L
1.19,2.49,3,0,Bot,4,22,2,2,SI,2,1,R,L
-0.19,1.1,3,0,Bot,3,22,2,2,CU,1,1,R,L
0.38,2.32,3,0,Bot,2,22,2,2,SI,1,0,R,L
1.25,2.63,3,0,Bot,1,22,2,2,SI,0,0,R,L
-0.64,2.23,3,0,Bot,1,21,1,2,FF,0,0,R,L
0.51,2.19,3,2,Top,4,20,2,1,FF,2,1,R,R
0.5,1.03,3,2,Top,3,20,2,1,CH,1,1,R,R
2.23,-0.29,3,2,Top,2,20,2,1,SL,0,1,R,R
0.51,2.49,3,2,Top,1,20,2,1,FF,0,0,R,R
-0.42,2.02,3,1,Top,6,19,2,1,CH,3,2,L,R
-0.54,2.85,3,1,Top,5,19,2,1,FF,3,1,L,R
0.45,2.16,3,1,Top,4,19,2,1,FF,3,0,L,R
0.05,0.5,3,1,Top,3,19,2,1,CH,2,0,L,R
-0.1,0.6,3,1,Top,2,19,2,1,CH,1,0,L,R
1.52,1.58,3,1,Top,1,19,2,1,SL,0,0,L,R
1.17,3.28,3,1,Top,5,18,2,1,FF,3,1,R,R
0.64,1.39,3,1,Top,4,18,2,1,FF,3,0,R,R
0.46,1.33,3,1,Top,3,18,2,1,FF,2,0,R,R
-0.75,1.97,3,1,Top,2,18,2,1,FF,1,0,R,R
1.24,2.35,3,1,Top,1,18,2,1,SL,0,0,R,R
-0.78,2.29,3,1,Top,3,17,1,1,CH,1,1,L,R
-0.53,4.18,3,1,Top,2,17,1,1,FF,0,1,L,R
-0.22,2.32,3,1,Top,1,17,1,1,CU,0,0,L,R
0.1,2.78,3,0,Top,2,16,1,1,FF,0,1,R,R
0.18,3.45,3,0,Top,1,16,1,1,FF,0,0,R,R
0.33,1.77,2,2,Bot,5,15,1,1,CH,2,2,R,L
-0.7,0.08,2,2,Bot,4,15,1,1,SL,1,2,R,L
-0.94,1.85,2,2,Bot,3,15,1,1,SL,1,1,R,L
-0.74,2.64,2,2,Bot,2,15,1,1,FF,1,0,R,L
0.69,0.98,2,2,Bot,1,15,1,1,FF,0,0,R,L
0.34,2.09,2,2,Bot,4,14,0,1,SI,2,1,R,L
0.36,2.58,2,2,Bot,3,14,0,1,CH,2,0,R,L
-1.16,2.39,2,2,Bot,2,14,0,1,FF,1,0,R,L
1.28,0.29,2,2,Bot,1,14,0,1,FF,0,0,R,L
1.01,1.6,2,1,Bot,2,13,0,1,SI,0,1,R,L
1.61,2.65,2,1,Bot,1,13,0,1,SI,0,0,R,L
-0.04,3.77,2,0,Bot,3,12,0,1,FF,0,2,L,L
-0.36,2.5,2,0,Bot,2,12,0,1,CU,0,1,L,L
0.94,1.62,2,0,Bot,1,12,0,1,SI,0,0,L,L
-0.28,2.45,2,2,Top,2,11,1,0,CH,0,1,L,R
-0.49,2.28,2,2,Top,1,11,1,0,FF,0,0,L,R
-0.5,2.62,2,1,Top,5,10,1,0,FF,2,2,L,R
-1.02,3.25,2,1,Top,4,10,1,0,FF,1,2,L,R
-1.0,2.33,2,1,Top,3,10,1,0,CU,0,2,L,R
0.05,1.03,2,1,Top,2,10,1,0,CU,0,1,L,R
-0.71,2.18,2,1,Top,1,10,1,0,CU,0,0,L,R
-0.18,2.79,2,0,Top,3,9,1,0,FF,0,2,R,R
0.87,2.8,2,0,Top,2,9,1,0,FF,0,1,R,R
0.09,2.65,2,0,Top,1,9,1,0,FF,0,0,R,R
-0.4,2.39,2,0,Top,5,8,0,0,FF,1,2,L,R
0.44,1.85,2,0,Top,4,8,0,0,CU,1,2,L,R
-1.02,3.25,2,0,Top,3,8,0,0,FF,1,1,L,R
-2.05,4.55,2,0,Top,2,8,0,0,CH,0,1,L,R
-0.48,2.28,2,0,Top,1,8,0,0,CU,0,0,L,R
-0.95,2.5,1,2,Bot,3,7,0,0,SL,1,1,R,L
-0.77,2.47,1,2,Bot,2,7,0,0,FF,1,0,R,L
1.03,3.22,1,2,Bot,1,7,0,0,FF,0,0,R,L
0.57,2.47,1,1,Bot,5,6,0,0,CH,2,2,L,L
0.06,2.15,1,1,Bot,4,6,0,0,FF,2,1,L,L
0.52,2.72,1,1,Bot,3,6,0,0,FF,2,0,L,L
0.67,1.15,1,1,Bot,2,6,0,0,FF,1,0,L,L
-0.24,0.85,1,1,Bot,1,6,0,0,SI,0,0,L,L
0.87,1.33,1,0,Bot,4,5,0,0,CH,1,2,R,L
-0.76,2.08,1,0,Bot,3,5,0,0,SL,1,1,R,L
0.17,0.86,1,0,Bot,2,5,0,0,FF,0,1,R,L
0.46,2.02,1,0,Bot,1,5,0,0,FF,0,0,R,L
-0.19,3.02,1,2,Top,5,4,0,0,SL,1,2,R,R
1.33,2.36,1,2,Top,4,4,0,0,SL,0,2,R,R
-0.12,3.7,1,2,Top,3,4,0,0,FF,0,2,R,R
0.79,2.04,1,2,Top,2,4,0,0,FF,0,1,R,R
0.76,2.98,1,2,Top,1,4,0,0,SL,0,0,R,R
-0.62,1.73,1,1,Top,6,3,0,0,CH,2,2,L,R
-0.56,1.03,1,1,Top,5,3,0,0,CH,1,2,L,R
-0.63,4.22,1,1,Top,4,3,0,0,FF,1,2,L,R
0.63,3.97,1,1,Top,3,3,0,0,FF,1,1,L,R
-0.47,2.61,1,1,Top,2,3,0,0,CH,1,0,L,R
0.71,4.45,1,1,Top,1,3,0,0,FF,0,0,L,R
-1.24,3.26,1,1,Top,2,2,0,0,SL,1,0,R,R
1.12,2.38,1,1,Top,1,2,0,0,FF,0,0,R,R
-0.59,3.59,1,0,Top,5,1,0,0,FF,2,2,L,R
-1.77,2.58,1,0,Top,4,1,0,0,CH,1,2,L,R
-1.07,3.61,1,0,Top,3,1,0,0,FF,1,1,L,R
0.1,2.67,1,0,Top,2,1,0,0,FF,1,0,L,R
-1.07,4.11,1,0,Top,1,1,0,0,FF,0,0,L,R
-0.22,2.36,9,2,Bot,3,74,3,7,SL,0,2,L,R
-0.93,2.25,9,2,Bot,2,74,3,7,CH,0,1,L,R
-0.53,2.09,9,2,Bot,1,74,3,7,CH,0,0,L,R
-0.05,4.03,9,1,Bot,3,73,3,7,FF,0,2,R,R
-0.05,3.66,9,1,Bot,2,73,3,7,FF,0,1,R,R
-0.22,3.01,9,1,Bot,1,73,3,7,SI,0,0,R,R
0.54,1.48,9,0,Bot,4,72,3,7,SL,1,2,L,R
0.43,1.89,9,0,Bot,3,72,3,7,SL,1,1,L,R
2.0,2.13,9,0,Bot,2,72,3,7,SL,0,1,L,R
-0.47,2.01,9,0,Bot,1,72,3,7,SL,0,0,L,R
0.78,2.74,9,1,Top,5,71,7,3,CU,2,2,R,R
1.81,1.78,9,1,Top,4,71,7,3,CU,1,2,R,R
-0.01,3.32,9,1,Top,3,71,7,3,SI,1,1,R,R
1.88,3.81,9,1,Top,2,71,7,3,FF,0,1,R,R
-0.44,3.21,9,1,Top,1,71,7,3,SI,0,0,R,R
0.8,2.55,9,0,Top,4,70,7,3,SI,2,1,L,R
1.26,1.82,9,0,Top,3,70,7,3,SI,1,1,L,R
-0.96,2.97,9,0,Top,2,70,7,3,SI,1,0,L,R
0.85,3.01,9,0,Top,1,70,7,3,SI,0,0,L,R
0.22,3.64,9,0,Top,2,69,7,3,FF,1,0,R,R
-0.47,6.02,9,0,Top,1,69,7,3,CU,0,0,R,R
0.31,3.47,8,2,Bot,9,68,3,7,SL,3,2,L,R
1.0,2.22,8,2,Bot,8,68,3,7,CH,2,2,L,R
0.31,1.99,8,2,Bot,7,68,3,7,SL,2,2,L,R
-1.07,2.58,8,2,Bot,6,68,3,7,FF,1,2,L,R
-0.14,2.18,8,2,Bot,5,68,3,7,CH,1,2,L,R
1.36,1.62,8,2,Bot,4,68,3,7,SL,0,2,L,R
-0.33,2.7,8,2,Bot,3,68,3,7,CH,0,2,L,R
0.65,2.71,8,2,Bot,2,68,3,7,CH,0,1,L,R
0.16,3.24,8,2,Bot,1,68,3,7,CH,0,0,L,R
-0.33,3.97,8,1,Bot,5,67,3,7,FF,2,2,R,R
-0.36,3.08,8,1,Bot,4,67,3,7,FF,2,1,R,R
0.4,2.29,8,1,Bot,3,67,3,7,FF,2,0,R,R
1.08,1.63,8,1,Bot,2,67,3,7,SL,1,0,R,R
0.67,3.2,8,1,Bot,1,67,3,7,FF,0,0,R,R
0.35,3.09,8,0,Bot,1,66,3,7,FF,0,0,L,R
1.52,2.67,8,0,Bot,8,65,3,7,FF,3,2,R,R
-0.61,2.97,8,0,Bot,7,65,3,7,FF,3,2,R,R
0.29,3.31,8,0,Bot,6,65,3,7,SL,3,2,R,R
0.27,2.62,8,0,Bot,5,65,3,7,FF,3,1,R,R
-0.42,3.86,8,0,Bot,4,65,3,7,SL,2,1,R,R
-0.5,2.73,8,0,Bot,3,65,3,7,FF,2,0,R,R
0.31,4.02,8,0,Bot,2,65,3,7,FF,1,0,R,R
2.29,1.53,8,0,Bot,1,65,3,7,SL,0,0,R,R
-0.44,2.62,8,0,Bot,6,64,3,7,FF,2,2,L,R
-0.34,3.16,8,0,Bot,5,64,3,7,FF,2,2,L,R
-2.06,3.53,8,0,Bot,4,64,3,7,FF,1,2,L,R
-0.14,1.87,8,0,Bot,3,64,3,7,CH,1,1,L,R
-0.27,1.23,8,0,Bot,2,64,3,7,CH,0,1,L,R
-0.58,2.68,8,0,Bot,1,64,3,7,SL,0,0,L,R
0.35,2.32,8,2,Top,6,63,7,3,SL,3,2,R,R
-0.61,3.99,8,2,Top,5,63,7,3,FF,2,2,R,R
1.53,3.58,8,2,Top,4,63,7,3,FF,1,2,R,R
0.79,2.82,8,2,Top,3,63,7,3,SL,1,1,R,R
1.45,0.43,8,2,Top,2,63,7,3,CU,1,0,R,R
1.94,2.47,8,2,Top,1,63,7,3,SL,0,0,R,R
-1.02,0.86,8,1,Top,3,62,7,3,CU,0,2,L,R
-0.22,2.93,8,1,Top,2,62,7,3,CU,0,1,L,R
1.14,2.25,8,1,Top,1,62,7,3,FF,0,0,L,R
1.65,0.53,8,0,Top,3,61,7,3,SL,0,2,R,R
-1.6,3.07,8,0,Top,2,61,7,3,CU,0,1,R,R
0.46,2.35,8,0,Top,1,61,7,3,SL,0,0,R,R
0.35,3.61,7,2,Bot,5,60,3,7,FF,2,2,R,R
0.56,2.68,7,2,Bot,4,60,3,7,FF,2,1,R,R
1.78,1.46,7,2,Bot,3,60,3,7,FF,1,1,R,R
0.69,1.93,7,2,Bot,2,60,3,7,SL,1,0,R,R
2.18,0.92,7,2,Bot,1,60,3,7,SL,0,0,R,R
-0.89,2.81,7,1,Bot,6,59,3,7,FF,2,2,L,R
-0.31,2.7,7,1,Bot,5,59,3,7,FF,2,2,L,R
-0.05,2.91,7,1,Bot,4,59,3,7,FF,2,1,L,R
-0.38,2.06,7,1,Bot,3,59,3,7,FF,2,0,L,R
0.57,1.64,7,1,Bot,2,59,3,7,FF,1,0,L,R
0.73,2.42,7,1,Bot,1,59,3,7,FF,0,0,L,R
0.4,3.35,7,0,Bot,5,58,3,7,FF,1,2,R,R
0.9,3.16,7,0,Bot,4,58,3,7,FF,0,2,R,R
0.47,2.97,7,0,Bot,3,58,3,7,FF,0,2,R,R
-0.38,3.29,7,0,Bot,2,58,3,7,FF,0,1,R,R
-0.1,1.99,7,0,Bot,1,58,3,7,SL,0,0,R,R
-0.23,3.07,7,2,Top,5,57,7,3,FF,2,2,L,R
0.35,2.55,7,2,Top,4,57,7,3,FF,2,1,L,R
-0.76,2.57,7,2,Top,3,57,7,3,SL,1,1,L,R
-1.29,3.12,7,2,Top,2,57,7,3,FF,0,1,L,R
0.41,3.05,7,2,Top,1,57,7,3,FF,0,0,L,R
0.07,1.31,7,1,Top,2,56,7,3,FF,1,0,R,R
1.06,3.3,7,1,Top,1,56,7,3,FF,0,0,R,R
0.61,2.84,7,1,Top,1,55,7,3,FF,0,0,L,R
0.52,1.52,7,0,Top,6,54,7,3,SL,2,2,R,R
0.8,2.08,7,0,Top,5,54,7,3,SL,2,2,R,R
1.51,1.71,7,0,Top,4,54,7,3,FF,1,2,R,R
1.66,1.6,7,0,Top,3,54,7,3,SL,0,2,R,R
1.88,-0.68,7,0,Top,2,54,7,3,SL,0,1,R,R
1.36,1.93,7,0,Top,1,54,7,3,SL,0,0,R,R
0.52,2.4,6,2,Bot,2,53,3,7,FF,0,1,R,R
-0.48,2.08,6,2,Bot,1,53,3,7,FF,0,0,R,R
-0.82,3.38,6,1,Bot,1,52,3,7,FF,0,0,R,R
-0.16,2.91,6,0,Bot,1,51,3,7,FF,0,0,R,R
-0.04,2.24,6,2,Top,1,50,7,3,FF,0,0,L,R
0.48,2.91,6,1,Top,6,49,7,3,FF,3,2,R,R
1.9,-0.03,6,1,Top,5,49,7,3,SL,2,2,R,R
1.73,2.13,6,1,Top,4,49,7,3,FF,1,2,R,R
1.22,3.64,6,1,Top,3,49,7,3,FF,0,2,R,R
-0.73,2.13,6,1,Top,2,49,7,3,SL,0,1,R,R
0.89,1.19,6,1,Top,1,49,7,3,SL,0,0,R,R
0.18,2.8,6,0,Top,5,48,7,3,SL,1,2,R,R
0.56,2.94,6,0,Top,4,48,7,3,FF,1,2,R,R
0.48,3.08,6,0,Top,3,48,7,3,FF,1,1,R,R
0.27,2.65,6,0,Top,2,48,7,3,FF,1,0,R,R
2.19,1.08,6,0,Top,1,48,7,3,SL,0,0,R,R
-0.33,3.65,5,2,Bot,5,47,3,7,FF,2,2,L,R
0.0,0.32,5,2,Bot,4,47,3,7,CH,1,2,L,R
-1.55,3.48,5,2,Bot,3,47,3,7,FF,0,2,L,R
-0.91,3.27,5,2,Bot,2,47,3,7,FC,0,1,L,R
0.54,2.19,5,2,Bot,1,47,3,7,FC,0,0,L,R
0.01,2.33,5,1,Bot,3,46,3,7,FF,0,2,R,R
0.23,3.86,5,1,Bot,2,46,3,7,FF,0,1,R,R
0.52,2.8,5,1,Bot,1,46,3,7,FC,0,0,R,R
0.32,2.96,5,0,Bot,3,45,3,7,FC,2,0,L,R
1.04,2.94,5,0,Bot,2,45,3,7,FC,1,0,L,R
-2.21,4.28,5,0,Bot,1,45,3,7,FF,0,0,L,R
0.05,2.9,5,2,Top,8,44,7,3,FF,3,2,L,R
0.28,2.81,5,2,Top,7,44,7,3,FF,3,2,L,R
0.92,1.19,5,2,Top,6,44,7,3,CH,2,2,L,R
0.89,2.1,5,2,Top,5,44,7,3,FF,2,2,L,R
-0.79,4.24,5,2,Top,4,44,7,3,FF,1,2,L,R
-0.7,0.82,5,2,Top,3,44,7,3,CH,1,1,L,R
-0.93,4.13,5,2,Top,2,44,7,3,FF,0,1,L,R
0.55,2.28,5,2,Top,1,44,7,3,FF,0,0,L,R
0.22,1.75,5,1,Top,2,43,7,3,SL,0,1,R,R
-0.34,2.22,5,1,Top,1,43,7,3,SI,0,0,R,R
-0.46,3.09,5,0,Top,5,42,7,3,FF,2,2,L,R
1.86,-0.1,5,0,Top,4,42,7,3,CH,1,2,L,R
-0.82,3.74,5,0,Top,3,42,7,3,FF,0,2,L,R
0.44,2.33,5,0,Top,2,42,7,3,FF,0,1,L,R
-0.42,1.49,5,0,Top,1,42,7,3,CH,0,0,L,R
0.16,2.5,5,0,Top,1,41,5,3,SL,0,0,R,R
0.14,2.85,5,0,Top,5,40,5,3,FF,1,2,L,R
-0.79,3.36,5,0,Top,4,40,5,3,FF,1,2,L,R
-1.81,5.16,5,0,Top,3,40,5,3,FF,0,2,L,R
-0.36,3.06,5,0,Top,2,40,5,3,FF,0,1,L,R
0.13,3.12,5,0,Top,1,40,5,3,FF,0,0,L,R
-0.43,2.89,4,2,Bot,1,39,3,5,FF,0,0,R,R
0.04,1.65,4,2,Bot,7,38,3,5,CH,2,2,L,R
-0.51,-0.38,4,2,Bot,6,38,3,5,CH,1,2,L,R
0.31,1.7,4,2,Bot,5,38,3,5,CH,1,2,L,R
0.05,2.57,4,2,Bot,4,38,3,5,FF,1,2,L,R
0.11,1.1,4,2,Bot,3,38,3,5,CH,1,1,L,R
-0.98,2.65,4,2,Bot,2,38,3,5,CH,1,0,L,R
-2.04,2.29,4,2,Bot,1,38,3,5,FF,0,0,L,R
-0.49,1.23,4,1,Bot,6,37,3,5,CH,1,2,R,R
-0.85,2.67,4,1,Bot,5,37,3,5,CH,1,2,R,R
-0.69,2.87,4,1,Bot,4,37,3,5,FF,1,2,R,R
-0.72,2.64,4,1,Bot,3,37,3,5,FF,1,1,R,R
-0.55,3.73,4,1,Bot,2,37,3,5,FF,1,0,R,R
0.49,3.65,4,1,Bot,1,37,3,5,FF,0,0,R,R
-0.52,2.93,4,0,Bot,3,36,3,5,CH,0,2,R,R
-0.73,2.81,4,0,Bot,2,36,3,5,FF,0,1,R,R
-0.52,2.47,4,0,Bot,1,36,3,5,FF,0,0,R,R
0.44,2.68,4,2,Top,3,35,5,3,FF,0,2,R,R
-0.05,1.62,4,2,Top,2,35,5,3,SL,0,1,R,R
-0.42,3.44,4,2,Top,1,35,5,3,FF,0,0,R,R
-0.28,2.47,4,1,Top,3,34,5,3,FF,0,2,L,R
-0.11,2.35,4,1,Top,2,34,5,3,FF,0,1,L,R
-0.6,2.65,4,1,Top,1,34,5,3,FF,0,0,L,R
-0.12,3.63,4,0,Top,5,33,5,3,FF,2,2,R,R
-0.1,2.51,4,0,Top,4,33,5,3,FF,2,1,R,R
-1.69,2.99,4,0,Top,3,33,5,3,FF,1,1,R,R
1.36,0.35,4,0,Top,2,33,5,3,FF,0,1,R,R
0.96,2.77,4,0,Top,1,33,5,3,CH,0,0,R,R
0.96,2.15,3,2,Bot,10,32,3,5,CH,2,2,R,R
0.15,2.54,3,2,Bot,9,32,3,5,FF,2,2,R,R
0.57,0.42,3,2,Bot,8,32,3,5,CH,1,2,R,R
1.08,2.98,3,2,Bot,7,32,3,5,FF,1,2,R,R
-0.49,3.57,3,2,Bot,6,32,3,5,FF,1,2,R,R
1.01,-1.34,3,2,Bot,5,32,3,5,CH,0,2,R,R
0.09,2.37,3,2,Bot,4,32,3,5,CH,0,2,R,R
-0.11,1.54,3,2,Bot,3,32,3,5,CH,0,2,R,R
0.96,2.27,3,2,Bot,2,32,3,5,FF,0,1,R,R
-0.43,2.16,3,2,Bot,1,32,3,5,CH,0,0,R,R
0.49,1.44,3,2,Bot,4,31,2,5,CH,2,1,R,L
0.66,2.21,3,2,Bot,3,31,1,5,CH,2,0,R,L
-1.43,2.06,3,2,Bot,2,31,1,5,SI,1,0,R,L
-0.21,1.21,3,2,Bot,1,31,1,5,CH,0,0,R,L
0.73,2.09,3,1,Bot,5,30,1,5,CH,1,2,R,L
-0.78,2.15,3,1,Bot,4,30,1,5,SL,1,2,R,L
0.83,2.47,3,1,Bot,3,30,1,5,CH,1,1,R,L
0.07,0.9,3,1,Bot,2,30,1,5,CH,0,1,R,L
0.49,2.8,3,1,Bot,1,30,1,5,SI,0,0,R,L
0.8,3.36,3,0,Bot,3,29,1,5,CH,1,1,R,L
-0.42,2.59,3,0,Bot,2,29,1,5,CH,1,0,R,L
1.53,2.01,3,0,Bot,1,29,1,5,CH,0,0,R,L
-0.21,2.68,3,0,Bot,2,28,0,5,SI,1,0,R,L
-0.4,1.3,3,0,Bot,1,28,0,5,CH,0,0,R,L
-2.23,1.24,3,0,Bot,3,27,0,5,SL,1,1,R,L
0.11,1.09,3,0,Bot,2,27,0,5,CH,0,1,R,L
0.06,1.8,3,0,Bot,1,27,0,5,CH,0,0,R,L
1.09,2.21,3,0,Bot,3,26,0,5,SI,1,1,L,L
-0.37,1.85,3,0,Bot,2,26,0,5,SI,1,0,L,L
-1.55,2.04,3,0,Bot,1,26,0,5,CU,0,0,L,L
-0.09,1.69,3,2,Top,5,25,5,0,CU,2,2,R,R
-0.49,2.53,3,2,Top,4,25,5,0,FF,2,1,R,R
1.3,2.39,3,2,Top,3,25,5,0,CH,1,1,R,R
2.16,-1.13,3,2,Top,2,25,5,0,CH,0,1,R,R
0.13,2.02,3,2,Top,1,25,5,0,SL,0,0,R,R
0.48,2.31,3,1,Top,3,24,5,0,FF,2,0,L,R
1.09,-0.03,3,1,Top,2,24,5,0,FF,1,0,L,R
0.84,0.93,3,1,Top,1,24,5,0,CH,0,0,L,R
0.8,1.19,3,0,Top,4,23,5,0,CH,1,2,R,R
-1.42,2.33,3,0,Top,3,23,5,0,CH,1,1,R,R
0.6,-1.52,3,0,Top,2,23,5,0,SL,0,1,R,R
0.69,1.08,3,0,Top,1,23,5,0,SL,0,0,R,R
-0.13,1.67,2,2,Bot,3,22,0,5,CH,1,1,R,L
1.26,2.92,2,2,Bot,2,22,0,5,SI,0,1,R,L
-0.5,1.12,2,2,Bot,1,22,0,5,CH,0,0,R,L
0.02,1.49,2,2,Bot,1,21,0,5,CH,0,0,R,L
0.33,2.82,2,2,Bot,5,20,0,5,SI,3,1,R,L
1.89,2.7,2,1,Bot,4,20,0,5,CH,2,1,R,L
-1.26,3.29,2,1,Bot,3,20,0,5,SI,1,1,R,L
-0.49,0.85,2,1,Bot,2,20,0,5,CH,0,1,R,L
-0.01,2.26,2,1,Bot,1,20,0,5,CH,0,0,R,L
0.45,2.12,2,1,Bot,1,19,0,5,SI,0,0,R,L
1.78,1.92,2,0,Bot,3,18,0,5,CH,0,2,R,L
-0.11,1.58,2,0,Bot,2,18,0,5,CH,0,1,R,L
0.83,2.01,2,0,Bot,1,18,0,5,SI,0,0,R,L
0.48,2.56,2,2,Top,5,17,5,0,SL,2,2,L,R
0.76,2.02,2,2,Top,4,17,5,0,CH,2,1,L,R
