plate_x,plate_z,inning,outs_when_up,inning_topbot,pitch_number,at_bat_number,bat_score,fld_score,pitch_type,balls,strikes,stand,p_throws
-0.69,2.83,9,2,Top,4,61,0,5,FF,1,2,R,L
-0.71,2.62,9,2,Top,3,61,0,5,SL,1,1,R,L
-0.04,2.46,9,2,Top,2,61,0,5,CU,1,0,R,L
2.1,3.89,9,2,Top,1,61,0,5,CU,0,0,R,L
-0.31,2.8,9,1,Top,2,60,0,5,FF,1,0,L,L
-1.04,3.58,9,1,Top,1,60,0,5,FF,0,0,L,L
-0.69,0.83,9,0,Top,3,59,0,5,SL,0,2,L,L
0.12,1.99,9,0,Top,2,59,0,5,SL,0,1,L,L
-0.72,2.77,9,0,Top,1,59,0,5,FF,0,0,L,L
-0.26,1.78,8,2,Bot,3,58,5,0,SI,0,2,R,R
-0.93,1.55,8,2,Bot,2,58,5,0,SI,0,1,R,R
-0.02,1.64,8,2,Bot,1,58,5,0,SI,0,0,R,R
0.98,1.12,8,1,Bot,6,57,5,0,SL,0,2,R,R
-0.53,1.6,8,1,Bot,5,57,5,0,SI,0,2,R,R
0.21,1.95,8,1,Bot,4,57,5,0,SL,0,2,R,R
-0.87,1.55,8,1,Bot,3,57,5,0,SI,0,2,R,R
-1.5,1.98,8,1,Bot,2,57,5,0,SI,0,1,R,R
1.63,1.92,8,1,Bot,1,57,5,0,SL,0,0,R,R
0.01,2.23,8,0,Bot,4,56,5,0,SL,1,2,L,R
-1.61,4.07,8,0,Bot,3,56,5,0,FF,0,2,L,R
-0.92,2.61,8,0,Bot,2,56,5,0,CU,0,1,L,R
-0.68,2.42,8,0,Bot,1,56,5,0,SI,0,0,L,R
-0.36,1.26,8,2,Top,5,55,0,5,CH,1,2,L,R
-1.18,1.25,8,2,Top,4,55,0,5,SL,1,2,L,R
-0.37,2.75,8,2,Top,3,55,0,5,FF,1,1,L,R
-0.25,0.7,8,2,Top,2,55,0,5,CH,0,1,L,R
0.46,1.72,8,2,Top,1,55,0,5,FC,0,0,L,R
-0.1,1.94,8,1,Top,1,54,0,5,FF,0,0,R,R
0.67,2.62,8,0,Top,2,53,0,5,FC,1,0,L,R
1.57,0.16,8,0,Top,1,53,0,5,FC,0,0,L,R
0.91,2.5,7,2,Bot,3,52,5,0,FF,0,2,R,R
1.15,2.83,7,2,Bot,2,52,5,0,SL,0,1,R,R
0.31,2.02,7,2,Bot,1,52,5,0,FF,0,0,R,R
0.34,3.22,7,1,Bot,5,51,5,0,FF,2,2,R,R
0.81,1.75,7,1,Bot,4,51,5,0,SL,2,1,R,R
0.77,1.38,7,1,Bot,3,51,5,0,FF,1,1,R,R
1.13,3.48,7,1,Bot,2,51,5,0,FF,0,1,R,R
0.13,2.34,7,1,Bot,1,51,5,0,SL,0,0,R,R
0.16,2.3,7,0,Bot,2,50,5,0,FF,1,0,L,R
-0.39,1.3,7,0,Bot,1,50,5,0,FF,0,0,L,R
-0.02,2.01,7,2,Top,2,49,0,5,FC,0,1,L,R
-0.42,1.89,7,2,Top,1,49,0,5,FF,0,0,L,R
-1.05,2.78,7,0,Top,2,48,0,5,SI,0,1,R,R
-1.07,3.06,7,0,Top,1,48,0,5,SI,0,0,R,R
-0.83,2.99,7,0,Top,5,47,0,5,CH,2,2,L,R
0.43,1.46,7,0,Top,4,47,0,5,CH,1,2,L,R
-0.43,2.38,7,0,Top,3,47,0,5,FF,1,1,L,R
-0.82,2.5,7,0,Top,2,47,0,5,FF,1,0,L,R
-0.88,1.17,7,0,Top,1,47,0,5,FF,0,0,L,R
0.53,3.26,6,2,Bot,5,46,5,0,FF,1,2,R,R
0.87,2.74,6,2,Bot,4,46,5,0,FF,1,2,R,R
0.39,2.59,6,2,Bot,3,46,5,0,FF,1,1,R,R
-0.63,1.28,6,2,Bot,2,46,5,0,SI,1,0,R,R
0.6,1.09,6,2,Bot,1,46,5,0,SL,0,0,R,R
0.8,2.69,6,1,Bot,5,45,5,0,FF,2,2,R,R
-0.09,0.65,6,1,Bot,4,45,5,0,SI,1,2,R,R
0.11,2.31,6,1,Bot,3,45,5,0,FF,1,1,R,R
-0.94,1.72,6,1,Bot,2,45,5,0,SL,0,1,R,R
-0.41,1.65,6,1,Bot,1,45,5,0,CU,0,0,R,R
0.0,2.01,6,0,Bot,2,44,5,0,FF,1,0,L,R
0.24,0.96,6,0,Bot,1,44,5,0,CU,0,0,L,R
-1.13,1.48,6,2,Top,1,43,0,5,CU,0,0,L,R
-0.03,3.6,6,1,Top,5,42,0,5,FF,1,2,L,R
-0.63,2.87,6,1,Top,4,42,0,5,FF,1,2,L,R
-0.32,0.16,6,1,Top,3,42,0,5,SL,1,1,L,R
0.46,1.65,6,1,Top,2,42,0,5,CU,1,0,L,R
-0.38,0.51,6,1,Top,1,42,0,5,SL,0,0,L,R
-0.33,1.84,6,0,Top,4,41,0,5,SL,1,2,R,R
-0.3,3.18,6,0,Top,3,41,0,5,SL,1,1,R,R
-0.16,1.63,6,0,Top,2,41,0,5,FF,1,0,R,R
1.79,0.9,6,0,Top,1,41,0,5,FF,0,0,R,R
0.01,2.37,5,2,Bot,5,40,5,0,FF,3,1,R,R
-1.34,1.75,5,2,Bot,4,40,5,0,SI,2,1,R,R
1.4,1.15,5,2,Bot,3,40,5,0,SL,1,1,R,R
-0.59,1.89,5,2,Bot,2,40,5,0,SI,1,0,R,R
-0.24,4.16,5,2,Bot,1,40,5,0,FF,0,0,R,R
0.18,3.57,5,1,Bot,3,39,5,0,FF,0,2,R,R
0.79,2.67,5,1,Bot,2,39,5,0,FF,0,1,R,R
0.22,3.26,5,1,Bot,1,39,5,0,FF,0,0,R,R
-1.13,1.53,5,0,Bot,3,38,5,0,CH,0,2,L,R
0.4,0.56,5,0,Bot,2,38,5,0,CU,0,1,L,R
-0.67,3.36,5,0,Bot,1,38,5,0,FF,0,0,L,R
-0.48,2.43,5,2,Top,6,37,0,5,FF,1,2,L,L
0.26,1.07,5,2,Top,5,37,0,5,SL,1,2,L,L
0.74,3.64,5,2,Top,4,37,0,5,FF,1,2,L,L
-1.28,-0.63,5,2,Top,3,37,0,5,SL,0,2,L,L
0.42,2.06,5,2,Top,2,37,0,5,SL,0,1,L,L
0.01,2.68,5,2,Top,1,37,0,5,SL,0,0,L,L
-0.01,1.92,5,0,Top,2,36,0,5,FF,0,1,R,L
0.53,1.49,5,0,Top,1,36,0,5,FF,0,0,R,L
0.39,1.82,5,0,Top,6,35,0,5,FF,3,2,R,L
-0.39,1.39,5,0,Top,5,35,0,5,FF,2,2,R,L
1.21,4.24,5,0,Top,4,35,0,5,FF,1,2,R,L
-0.5,0.92,5,0,Top,3,35,0,5,SL,1,1,R,L
0.81,3.74,5,0,Top,2,35,0,5,SL,0,1,R,L
-0.06,2.56,5,0,Top,1,35,0,5,FF,0,0,R,L
0.3,2.98,4,2,Bot,5,34,5,0,FF,2,2,L,R
1.06,2.54,4,2,Bot,4,34,5,0,FF,2,1,L,R
-1.0,1.97,4,2,Bot,3,34,5,0,CH,2,0,L,R
1.73,2.01,4,2,Bot,2,34,5,0,FF,1,0,L,R
-1.64,1.95,4,2,Bot,1,34,5,0,CH,0,0,L,R
-0.27,2.21,4,1,Bot,5,33,5,0,FF,2,2,R,R
-0.42,2.66,4,1,Bot,4,33,5,0,FF,2,1,R,R
-0.85,3.46,4,1,Bot,3,33,5,0,FF,2,0,R,R
0.67,0.65,4,1,Bot,2,33,5,0,SL,1,0,R,R
-1.29,2.89,4,1,Bot,1,33,5,0,FF,0,0,R,R
-0.66,3.24,4,0,Bot,1,32,5,0,FF,0,0,R,R
-1.2,2.79,4,0,Bot,4,31,5,0,FF,3,0,R,R
-1.56,1.85,4,0,Bot,3,31,5,0,SI,2,0,R,R
-1.24,1.69,4,0,Bot,2,31,5,0,SI,1,0,R,R
0.1,0.78,4,0,Bot,1,31,5,0,SI,0,0,R,R
0.62,1.84,4,0,Bot,4,30,5,0,SL,0,2,R,R
0.87,3.02,4,0,Bot,3,30,5,0,FF,0,2,R,R
-0.35,3.43,4,0,Bot,2,30,5,0,FF,0,1,R,R
-0.27,1.98,4,0,Bot,1,30,5,0,SI,0,0,R,R
0.67,3.06,4,2,Top,3,29,0,5,FF,1,1,L,R
1.11,3.28,4,2,Top,2,29,0,5,FF,1,0,L,R
0.18,4.6,4,2,Top,1,29,0,5,FF,0,0,L,R
1.57,4.13,4,2,Top,7,28,0,5,FF,3,2,R,R
0.3,3.34,4,2,Top,6,28,0,5,FF,3,2,R,R
-0.97,4.65,4,2,Top,5,28,0,5,SL,2,2,R,R
-0.43,5.86,4,2,Top,4,28,0,5,FF,1,2,R,R
0.2,3.18,4,2,Top,3,28,0,5,FF,1,1,R,R
1.1,1.6,4,2,Top,2,28,0,5,FF,0,1,R,R
0.8,1.86,4,2,Top,1,28,0,5,SL,0,0,R,R
0.48,1.94,4,1,Top,4,27,0,5,FF,0,2,L,R
0.35,2.39,4,1,Top,3,27,0,5,FF,0,2,L,R
0.16,3.71,4,1,Top,2,27,0,5,FF,0,1,L,R
0.76,2.35,4,1,Top,1,27,0,5,FF,0,0,L,R
0.23,3.32,4,0,Top,7,26,0,5,FF,3,2,L,R
-0.62,2.68,4,0,Top,6,26,0,5,FF,3,2,L,R
-0.76,3.27,4,0,Top,5,26,0,5,FF,3,1,L,R
-0.74,3.67,4,0,Top,4,26,0,5,FF,2,1,L,R
0.09,1.14,4,0,Top,3,26,0,5,FF,1,1,L,R
-0.45,3.69,4,0,Top,2,26,0,5,FF,1,0,L,R
-0.99,2.85,4,0,Top,1,26,0,5,FF,0,0,L,R
0.33,3.61,3,2,Bot,1,25,5,0,FF,0,0,L,R
0.19,2.12,3,2,Bot,1,24,4,0,SL,0,0,R,R
0.03,1.72,3,2,Bot,4,23,3,0,SL,0,2,R,R
-0.59,3.38,3,2,Bot,3,23,3,0,FF,0,2,R,R
-0.48,3.47,3,2,Bot,2,23,3,0,FF,0,1,R,R
0.45,2.37,3,2,Bot,1,23,3,0,FF,0,0,R,R
0.74,2.77,3,1,Bot,3,22,2,0,FF,0,2,L,R
-0.57,2.6,3,1,Bot,2,22,2,0,FF,0,1,L,R
-0.59,2.85,3,1,Bot,1,22,2,0,FF,0,0,L,R
1.21,2.43,3,1,Bot,2,21,2,0,FF,0,1,L,R
1.4,2.35,3,1,Bot,1,21,2,0,FF,0,0,L,R
1.22,2.09,3,1,Bot,8,20,2,0,FF,3,2,R,R
0.33,3.53,3,1,Bot,7,20,2,0,FF,3,2,R,R
0.07,2.22,3,1,Bot,6,20,2,0,FF,3,2,R,R
-0.34,2.75,3,1,Bot,5,20,2,0,FF,3,1,R,R
-1.38,1.13,3,1,Bot,4,20,2,0,SI,2,1,R,R
0.42,1.19,3,1,Bot,3,20,2,0,SL,1,1,R,R
0.73,1.67,3,1,Bot,2,20,2,0,SL,0,1,R,R
0.8,2.55,3,1,Bot,1,20,2,0,FF,0,0,R,R
1.36,2.12,3,0,Bot,3,19,2,0,SL,0,2,R,R
-0.7,1.71,3,0,Bot,2,19,2,0,SL,0,1,R,R
-0.36,2.34,3,0,Bot,1,19,2,0,FF,0,0,R,R
0.61,2.41,3,2,Top,1,18,0,2,FF,0,0,L,R
-1.32,2.78,3,1,Top,5,17,0,2,SI,2,2,R,R
1.37,1.8,3,1,Top,4,17,0,2,SI,1,2,R,R
0.01,2.77,3,1,Top,3,17,0,2,CU,1,1,R,R
0.29,2.49,3,1,Top,2,17,0,2,FF,1,0,R,R
1.21,2.32,3,1,Top,1,17,0,2,FF,0,0,R,R
-1.2,0.91,3,0,Top,7,16,0,2,CH,2,2,L,R
1.34,1.48,3,0,Top,6,16,0,2,SI,1,2,L,R
-0.99,2.12,3,0,Top,5,16,0,2,CU,1,2,L,R
-0.59,2.67,3,0,Top,4,16,0,2,FF,1,2,L,R
1.29,1.87,3,0,Top,3,16,0,2,CU,0,2,L,R
0.8,2.0,3,0,Top,2,16,0,2,CU,0,1,L,R
0.33,1.84,3,0,Top,1,16,0,2,CU,0,0,L,R
0.56,1.8,3,0,Top,5,15,0,2,CU,1,2,R,R
0.27,2.4,3,0,Top,4,15,0,2,FF,1,2,R,R
0.44,4.18,3,0,Top,3,15,0,2,FF,0,2,R,R
0.34,1.6,3,0,Top,2,15,0,2,CU,0,1,R,R
0.07,2.43,3,0,Top,1,15,0,2,FC,0,0,R,R
0.31,1.54,2,2,Bot,5,14,2,0,SL,1,2,R,R
-0.79,1.28,2,2,Bot,4,14,2,0,SI,1,2,R,R
1.11,2.75,2,2,Bot,3,14,2,0,FF,0,2,R,R
0.83,2.52,2,2,Bot,2,14,2,0,FF,0,1,R,R
-0.37,1.67,2,2,Bot,1,14,2,0,FF,0,0,R,R
0.81,1.67,2,1,Bot,3,13,2,0,SL,0,2,R,R
0.57,3.35,2,1,Bot,2,13,2,0,FF,0,1,R,R
0.32,2.59,2,1,Bot,1,13,2,0,FF,0,0,R,R
-0.73,3.19,2,0,Bot,7,12,2,0,FF,1,2,L,R
-0.27,3.14,2,0,Bot,6,12,2,0,FF,1,2,L,R
0.21,1.67,2,0,Bot,5,12,2,0,SL,1,2,L,R
1.69,0.81,2,0,Bot,4,12,2,0,SL,0,2,L,R
0.39,3.16,2,0,Bot,3,12,2,0,FF,0,2,L,R
-0.68,2.04,2,0,Bot,2,12,2,0,FF,0,1,L,R
0.83,2.22,2,0,Bot,1,12,2,0,FF,0,0,L,R
-1.49,1.82,2,2,Top,5,11,0,2,CH,2,2,L,R
-1.0,4.28,2,2,Top,4,11,0,2,FF,1,2,L,R
-1.06,2.49,2,2,Top,3,11,0,2,FF,1,1,L,R
-0.21,1.17,2,2,Top,2,11,0,2,FC,1,0,L,R
1.35,1.32,2,2,Top,1,11,0,2,CU,0,0,L,R
0.15,1.44,2,1,Top,3,10,0,2,CH,0,2,L,R
0.22,1.07,2,1,Top,2,10,0,2,CU,0,1,L,R
-0.17,2.13,2,1,Top,1,10,0,2,FF,0,0,L,R
0.0,2.03,2,0,Top,4,9,0,2,CU,1,2,R,R
0.58,1.63,2,0,Top,3,9,0,2,CU,1,1,R,R
0.65,1.58,2,0,Top,2,9,0,2,SI,1,0,R,R
1.28,1.84,2,0,Top,1,9,0,2,FF,0,0,R,R
-0.58,2.45,1,2,Bot,3,8,2,0,FF,2,0,R,R
0.67,0.58,1,2,Bot,2,8,2,0,CH,1,0,R,R
-1.01,2.21,1,2,Bot,1,8,2,0,SI,0,0,R,R
0.58,2.13,1,1,Bot,4,7,1,0,CH,1,2,R,R
-0.17,1.43,1,1,Bot,3,7,1,0,FF,1,1,R,R
1.37,2.2,1,1,Bot,2,7,1,0,CH,0,1,R,R
1.2,2.68,1,1,Bot,1,7,1,0,CH,0,0,R,R
-0.71,1.91,1,1,Bot,3,6,1,0,FF,2,0,L,R
-1.31,2.91,1,1,Bot,2,6,1,0,CH,1,0,L,R
-1.5,2.09,1,1,Bot,1,6,1,0,CH,0,0,L,R
0.1,1.9,1,0,Bot,4,5,1,0,FF,2,1,L,R
-0.49,1.84,1,0,Bot,3,5,1,0,FF,2,0,L,R
-0.05,1.21,1,0,Bot,2,5,1,0,CH,1,0,L,R
-0.95,1.89,1,0,Bot,1,5,1,0,FF,0,0,L,R
0.03,2.56,1,0,Bot,2,4,0,0,SI,0,1,R,R
0.5,1.71,1,0,Bot,1,4,0,0,FF,0,0,R,R
-0.83,2.06,1,2,Top,6,3,0,0,CU,2,2,L,R
-0.4,3.55,1,2,Top,5,3,0,0,FF,2,2,L,R
-0.43,1.99,1,2,Top,4,3,0,0,CH,2,1,L,R
-0.01,1.95,1,2,Top,3,3,0,0,CU,2,0,L,R
-1.06,2.63,1,2,Top,2,3,0,0,CU,1,0,L,R
-1.0,3.43,1,2,Top,1,3,0,0,CU,0,0,L,R
0.42,2.33,1,1,Top,4,2,0,0,FF,1,2,L,R
-0.18,3.45,1,1,Top,3,2,0,0,FF,1,1,L,R
-0.63,2.59,1,1,Top,2,2,0,0,FF,1,0,L,R
-1.12,2.82,1,1,Top,1,2,0,0,CU,0,0,L,R
0.08,2.71,1,0,Top,4,1,0,0,FF,2,1,L,R
-1.28,3.01,1,0,Top,3,1,0,0,CU,1,1,L,R
-0.95,2.47,1,0,Top,2,1,0,0,CU,0,1,L,R
-0.07,2.43,1,0,Top,1,1,0,0,FF,0,0,L,R
-0.17,2.71,9,2,Bot,7,77,4,4,FF,3,2,L,R
-0.05,0.06,9,2,Bot,6,77,4,4,CH,2,2,L,R
0.41,2.84,9,2,Bot,5,77,4,4,FF,2,2,L,R
-0.45,2.22,9,2,Bot,4,77,4,4,CH,2,1,L,R
0.0,2.22,9,2,Bot,3,77,4,4,FF,2,0,L,R
1.17,1.22,9,2,Bot,2,77,4,4,FF,1,0,L,R
-1.13,2.83,9,2,Bot,1,77,4,4,FF,0,0,L,R
-0.06,1.88,9,1,Bot,2,76,4,4,CH,1,0,L,R
0.09,3.83,9,1,Bot,1,76,4,4,FF,0,0,L,R
0.16,2.31,9,0,Bot,1,75,4,4,CH,0,0,L,R
-0.28,1.62,9,2,Top,3,74,4,4,FF,1,1,R,R
-0.13,2.78,9,2,Top,2,74,4,4,FF,1,0,R,R
-0.08,1.39,9,2,Top,1,74,4,4,FF,0,0,R,R
0.75,1.5,9,1,Top,6,73,4,4,FF,3,2,L,R
0.99,3.17,9,1,Top,5,73,4,4,FF,3,1,L,R
-1.12,3.71,9,1,Top,4,73,4,4,FF,2,1,L,R
-1.42,2.85,9,1,Top,3,73,4,4,FF,1,1,L,R
0.61,0.95,9,1,Top,2,73,4,4,CH,0,1,L,R
0.63,2.47,9,1,Top,1,73,4,4,FF,0,0,L,R
-0.32,2.65,9,1,Top,1,72,4,4,FF,0,0,L,R
0.73,2.27,9,1,Top,7,71,4,4,FF,3,2,L,R
0.5,2.81,9,1,Top,6,71,4,4,FF,3,2,L,R
-1.13,2.86,9,1,Top,5,71,4,4,FF,2,2,L,R
0.58,1.51,9,1,Top,4,71,4,4,SL,1,2,L,R
0.11,1.69,9,1,Top,3,71,4,4,SL,1,1,L,R
0.22,0.78,9,1,Top,2,71,4,4,CH,0,1,L,R
0.14,2.7,9,1,Top,1,71,4,4,SL,0,0,L,R
1.02,1.5,9,0,Top,2,70,4,4,SL,0,1,R,R
-0.79,2.67,9,0,Top,1,70,4,4,FF,0,0,R,R
-0.31,2.78,8,2,Bot,2,69,4,4,SL,0,1,L,R
0.2,1.29,8,2,Bot,1,69,4,4,SL,0,0,L,R
-0.65,2.32,8,1,Bot,6,68,3,4,SL,3,2,L,R
0.67,0.35,8,1,Bot,5,68,3,4,SL,2,2,L,R
1.3,1.58,8,1,Bot,4,68,3,4,SL,2,1,L,R
0.4,1.54,8,1,Bot,3,68,3,4,FF,1,1,L,R
0.8,1.22,8,1,Bot,2,68,3,4,SL,1,0,L,R
-1.46,2.24,8,1,Bot,1,68,3,4,FF,0,0,L,R
-0.31,2.51,8,1,Bot,7,67,2,4,SL,2,2,L,R
0.0,0.43,8,1,Bot,6,67,2,4,SL,1,2,L,R
-1.08,2.8,8,1,Bot,5,67,2,4,FF,1,2,L,R
0.4,0.11,8,1,Bot,4,67,2,4,SL,0,2,L,R
0.01,1.22,8,1,Bot,3,67,2,4,SL,0,2,L,R
0.6,1.33,8,1,Bot,2,67,2,4,SL,0,1,L,R
0.04,1.24,8,1,Bot,1,67,2,4,SL,0,0,L,R
0.67,1.88,8,1,Bot,1,66,2,4,FF,0,0,R,R
-0.28,0.08,8,1,Bot,6,65,2,4,SL,3,2,L,R
-0.55,0.89,8,1,Bot,5,65,2,4,SL,2,2,L,R
-0.67,1.63,8,1,Bot,4,65,2,4,FF,2,1,L,R
0.95,1.94,8,1,Bot,3,65,2,4,FF,1,1,L,R
-0.6,0.65,8,1,Bot,2,65,2,4,CH,0,1,L,R
-0.04,1.51,8,1,Bot,1,65,2,4,SL,0,0,L,R
-0.26,2.3,8,0,Bot,2,64,2,4,CH,1,0,L,R
1.0,0.69,8,0,Bot,1,64,2,4,SL,0,0,L,R
1.14,2.02,8,2,Top,6,63,4,2,CU,3,2,R,R
0.54,1.31,8,2,Top,5,63,4,2,CH,2,2,R,R
-0.72,2.63,8,2,Top,4,63,4,2,CU,2,1,R,R
1.87,0.95,8,2,Top,3,63,4,2,CU,1,1,R,R
0.34,3.35,8,2,Top,2,63,4,2,FF,0,1,R,R
-0.39,1.98,8,2,Top,1,63,4,2,FF,0,0,R,R
-0.47,2.45,8,2,Top,4,62,4,2,FF,2,1,L,R
0.52,0.76,8,2,Top,3,62,4,2,CH,1,1,L,R
-1.02,1.75,8,2,Top,2,62,4,2,CU,0,1,L,R
-0.53,2.63,8,2,Top,1,62,4,2,CU,0,0,L,R
-0.49,2.04,8,1,Top,4,61,4,2,CU,1,2,L,R
1.39,0.89,8,1,Top,3,61,4,2,CH,1,1,L,R
-1.02,1.95,8,1,Top,2,61,4,2,CH,0,1,L,R
-0.36,2.59,8,1,Top,1,61,4,2,CU,0,0,L,R
-0.72,3.06,8,0,Top,4,60,4,2,CU,1,2,R,R
1.48,2.56,8,0,Top,3,60,4,2,CU,0,2,R,R
-0.93,1.69,8,0,Top,2,60,4,2,CH,0,1,R,R
-0.23,2.51,8,0,Top,1,60,4,2,CU,0,0,R,R
0.36,1.87,7,2,Bot,6,59,2,4,FF,2,2,L,R
-0.11,1.09,7,2,Bot,5,59,2,4,FF,2,2,L,R
0.91,-0.73,7,2,Bot,4,59,2,4,SL,1,2,L,R
0.21,4.02,7,2,Bot,3,59,2,4,SL,0,2,L,R
0.83,2.6,7,2,Bot,2,59,2,4,SL,0,1,L,R
0.09,3.0,7,2,Bot,1,59,2,4,SL,0,0,L,R
-0.73,2.54,7,2,Bot,5,58,1,4,CH,2,2,L,R
-0.34,2.59,7,2,Bot,4,58,1,4,CH,2,1,L,R
-1.65,2.84,7,2,Bot,3,58,1,4,FF,1,1,L,R
-0.1,1.61,7,2,Bot,2,58,1,4,CH,1,0,L,R
-0.96,3.53,7,2,Bot,1,58,1,4,FF,0,0,L,R
-1.24,3.03,7,2,Bot,5,57,1,4,FF,3,1,L,R
-1.32,2.93,7,2,Bot,4,57,1,4,FF,2,1,L,R
-0.1,0.08,7,2,Bot,3,57,1,4,CH,1,1,L,R
-0.67,1.9,7,2,Bot,2,57,1,4,FF,1,0,L,R
-1.09,3.02,7,2,Bot,1,57,1,4,FF,0,0,L,R
-0.11,2.64,7,2,Bot,1,56,1,4,SL,0,0,L,R
-1.16,2.12,7,1,Bot,5,55,1,4,CH,2,2,L,R
-0.52,2.25,7,1,Bot,4,55,1,4,FF,2,1,L,R
-0.72,3.64,7,1,Bot,3,55,1,4,FF,2,0,L,R
0.88,0.71,7,1,Bot,2,55,1,4,CH,1,0,L,R
-0.3,1.39,7,1,Bot,1,55,1,4,FF,0,0,L,R
-0.74,2.73,7,0,Bot,4,54,1,4,CH,1,2,L,R
-0.44,1.15,7,0,Bot,3,54,1,4,SL,0,2,L,R
-0.05,2.12,7,0,Bot,2,54,1,4,FF,0,1,L,R
-1.1,2.84,7,0,Bot,1,54,1,4,FF,0,0,L,R
-0.09,2.17,7,2,Top,4,53,4,1,FF,1,2,R,R
-0.45,2.91,7,2,Top,3,53,4,1,FF,1,1,R,R
1.2,0.45,7,2,Top,2,53,4,1,SL,0,1,R,R
0.32,3.06,7,2,Top,1,53,4,1,FF,0,0,R,R
0.22,1.34,7,1,Top,4,52,4,1,FF,1,2,L,R
-1.85,4.31,7,1,Top,3,52,4,1,FF,0,2,L,R
-0.75,1.85,7,1,Top,2,52,4,1,FF,0,1,L,R
-0.82,1.78,7,1,Top,1,52,4,1,FF,0,0,L,R
0.44,2.37,7,1,Top,5,51,4,1,FF,2,2,R,R
0.51,2.91,7,1,Top,4,51,4,1,FF,2,1,R,R
0.55,2.73,7,1,Top,3,51,4,1,FF,2,0,R,R
1.42,1.23,7,1,Top,2,51,4,1,SL,1,0,R,R
-0.12,1.42,7,1,Top,1,51,4,1,FF,0,0,R,R
-0.57,3.39,7,0,Top,7,50,4,1,FF,3,2,L,R
-0.61,2.22,7,0,Top,6,50,4,1,FF,3,2,L,R
-1.87,3.3,7,0,Top,5,50,4,1,FF,2,2,L,R
-0.31,0.91,7,0,Top,4,50,4,1,CH,1,2,L,R
0.32,1.59,7,0,Top,3,50,4,1,CH,1,1,L,R
-1.52,1.93,7,0,Top,2,50,4,1,FF,0,1,L,R
-0.87,1.99,7,0,Top,1,50,4,1,FF,0,0,L,R
-0.16,1.08,6,2,Bot,4,49,1,4,SL,1,2,R,L
0.33,2.17,6,2,Bot,3,49,1,4,FF,1,1,R,L
0.74,3.13,6,2,Bot,2,49,1,4,FF,0,1,R,L
0.74,2.36,6,2,Bot,1,49,1,4,FF,0,0,R,L
-0.31,1.54,6,1,Bot,5,48,1,4,FF,2,2,L,L
-0.41,0.84,6,1,Bot,4,48,1,4,SL,1,2,L,L
-1.16,0.83,6,1,Bot,3,48,1,4,SL,0,2,L,L
-0.43,3.14,6,1,Bot,2,48,1,4,FF,0,1,L,L
-0.33,1.17,6,1,Bot,1,48,1,4,SL,0,0,L,L
-0.26,1.5,6,1,Bot,4,47,1,4,SL,1,2,L,L
-0.66,4.17,6,1,Bot,3,47,1,4,FF,0,2,L,L
-0.18,1.56,6,1,Bot,2,47,1,4,SL,0,1,L,L
0.36,2.01,6,1,Bot,1,47,1,4,FF,0,0,L,L
-0.12,2.22,6,1,Bot,6,46,1,4,SL,2,2,L,L
-0.39,2.62,6,1,Bot,5,46,1,4,SL,2,2,L,L
0.44,2.4,6,1,Bot,4,46,1,4,FF,2,1,L,L
0.38,3.42,6,1,Bot,3,46,1,4,SL,1,1,L,L
-0.19,3.15,6,1,Bot,2,46,1,4,FF,1,0,L,L
0.32,4.05,6,1,Bot,1,46,1,4,SL,0,0,L,L
-0.18,1.89,6,0,Bot,3,45,1,4,SL,1,1,L,L
-0.05,0.47,6,0,Bot,2,45,1,4,SL,1,0,L,L
1.03,1.45,6,0,Bot,1,45,1,4,SL,0,0,L,L
0.08,2.84,6,2,Top,5,44,4,1,SL,2,2,R,R
0.28,2.83,6,2,Top,4,44,4,1,SL,2,1,R,R
-0.34,1.73,6,2,Top,3,44,4,1,SI,2,0,R,R
1.81,1.69,6,2,Top,2,44,4,1,SL,1,0,R,R
-1.38,2.75,6,2,Top,1,44,4,1,SI,0,0,R,R
-0.6,2.31,6,1,Top,5,43,4,1,SI,2,2,R,R
0.59,1.77,6,1,Top,4,43,4,1,SL,2,1,R,R
1.32,1.31,6,1,Top,3,43,4,1,SL,1,1,R,R
-0.6,2.77,6,1,Top,2,43,4,1,SL,1,0,R,R
0.57,1.31,6,1,Top,1,43,4,1,SI,0,0,R,R
0.54,2.11,6,0,Top,4,42,4,1,SI,1,2,L,R
-0.13,1.74,6,0,Top,3,42,4,1,SI,1,1,L,R
-1.49,2.56,6,0,Top,2,42,4,1,CH,0,1,L,R
1.02,1.7,6,0,Top,1,42,4,1,SL,0,0,L,R
0.07,2.2,5,2,Bot,1,41,1,4,SL,0,0,L,R
-0.04,2.75,5,1,Bot,6,40,1,4,FF,3,2,L,R
-0.76,3.87,5,1,Bot,5,40,1,4,FF,2,2,L,R
-0.94,3.6,5,1,Bot,4,40,1,4,FF,1,2,L,R
-0.29,3.12,5,1,Bot,3,40,0,4,SL,1,1,L,R
-0.27,3.43,5,1,Bot,2,40,0,4,SL,1,0,L,R
3.72,0.08,5,1,Bot,1,40,0,4,FF,0,0,L,R
2.11,1.27,5,1,Bot,6,39,0,4,SL,3,2,L,R
-0.19,2.52,5,1,Bot,5,39,0,4,FF,3,1,L,R
-0.73,3.62,5,1,Bot,4,39,0,4,SL,2,1,L,R
-0.98,0.71,5,1,Bot,3,39,0,4,CH,1,1,L,R
